pair,x,y,z,offset,residue,data_number,baseline
S2W1,-169.32531977811595,182.7380929741961,-11.426252598749542,11.879177620928886,[3.83861022e-08],22,249.38892074480293
S2W1,-169.32683821195909,182.73865559007868,-11.429623676002436,11.882473699783063,[8.91284464e-10],7,249.39051843064001
S2W1,-169.32461203725222,182.73780112825807,-11.427800728598399,11.879396127586105,[3.44007548e-09],11,249.38829730412237
S2W1,-169.32782947143406,182.7421427091387,-11.432418460026014,11.886334966122135,[2.46712277e-09],5,249.39387471884592
S2W1,-197.62281502212085,51.394208577637755,28.980024905750525,1.1320646349583114,[],2,206.2425357100883
S2W1,3.4909846791017287,13.30217807605797,27.50052534064572,30.747582175000005,[],1,30.747582174999998
S2W1,-0.7088475212167324,-0.4967959090392468,-3.528725042275822,-3.633341631,[],1,3.633341631
E1E2,0.5957502285454153,1.138730921102597,2.5044153921717354,2.8149108160000007,[],1,2.814910816000001
E1E2,0.3419771863921728,2.9368448462536265,6.214442004077768,6.881954335000001,[],1,6.8819543350000005
E1E2,-54.93270629625797,-36.218711564775575,3.120082594346121,29.131279421617734,[3.6547625e-10],5,65.8720897181719
E1E2,-54.942381364861596,-36.21744570764947,3.1085813735504537,29.153524253107573,[],4,65.87891864461963
E1E2,-6.193866955741406,-2.6762190496415745,-5.832549625981706,-8.918787552500007,[],1,8.918787552500008
E1E2,-54.93736518934427,-36.219834314337206,3.1115891610096824,29.15159858919857,[5.17710285e-14],5,65.87619053051206
E1E2,0.5692605612304416,2.16913165001701,4.484397935993282,5.013882183500001,[],1,5.0138821835
E1W1,2.9451558022387303,5.629439685927547,12.380848835726953,13.9158166045,[],1,13.915816604500002
E1W1,-300.4076944961091,-89.60920878047583,-4.882164973339352,132.0082535690969,[1.74201531e-09],5,313.5258023601206
E1W1,3.109053767874677,11.846854303282031,24.49183247371567,27.383645304000005,[],1,27.383645304
E1W2,5.872807822712929,11.22542223398682,24.688115256589654,27.748928104999994,[],1,27.748928104999997
E1W2,2.1045310445503347,18.073372721654437,38.24373859588735,42.351616193999995,[],1,42.351616193999995
E1W2,-194.41936475051182,-106.59922072806464,6.389761633898122,134.08282139138188,[1.30154555e-09],5,221.81774569127973
E1W2,-194.42383503360918,-106.59565413599823,6.374832521352372,134.10058411028297,[],4,221.81952033022864
E1W2,-9.97913587341571,-4.311741552446697,-9.397006041945962,-14.369342036,[],1,14.369342036000003
E1W2,-194.42643412834641,-106.59897913088729,6.378019713650186,134.09596490218905,[6.98044862e-10],5,221.82348787961854
E1W2,4.0651080418323104,15.48983912607223,32.02323040433326,35.804294506000005,[],1,35.804294506000005
E2W1,2.349405573693316,4.490708764824951,9.876433443555218,11.1009057885,[],1,11.1009057885
E2W1,-245.46964935387038,-53.399576621409324,-8.001877434393005,102.87479728774217,[6.5602226e-08],16,251.3382055711644
E2W1,-245.47032930676485,-53.389374466138534,-7.993754134348823,102.85665497989812,[1.72307383e-09],5,251.3364437979848
E2W1,2.5397932066442337,9.677722653265018,20.007434537722386,22.3697631205,[],1,22.369763120499996
E2W2,5.277057594167516,10.086691312884222,22.183699864417918,24.934017288999993,[],1,24.934017288999993
E2W2,1.7625538581581637,15.13652787540081,32.02929659180958,35.469661859,[],1,35.469661859
E2W2,-139.48894792965754,-70.38328530866006,3.2573213171256565,104.96525509805313,[1.94802593e-08],16,156.274065626789
E2W2,-139.48629956318038,-70.378269706141,3.2680539881862245,104.96404491778239,[2.67912013e-08],7,156.26966688877698
E2W2,-139.48665845425393,-70.38050916328902,3.269679039552065,104.95154196976411,[2.87624851e-10],5,156.2710298098761
E2W2,-139.48145366874766,-70.37820842834874,3.26625114780178,104.94705985717555,[],4,156.26527616745705
E2W2,-8.924862103402432,-77.3380521552152,27.622848537250434,0.43914792407636316,[],2,82.60659317535988
E2W2,-139.48906893900224,-70.37914481655004,3.2664305526402364,104.94436631299072,[6.86073572e-10],5,156.27249901097076
E2W2,-2.8640904008452974,-0.270375793725449,-2.2655346115765873,-3.661797914999997,[],1,3.6617979149999966
E2W2,8.263426723241103,4.310234808141133,24.238686116409884,25.968755264000002,[],1,25.968755264000006
E2W2,3.495847480601867,13.320707476055217,27.538832468339972,30.7904123225,[],1,30.790412322499996
E2W2,-2.1982594511789024,-0.18905261629552753,-1.7868286906475264,-2.8391622489999944,[],1,2.839162248999995
W1W2,2.927652020474202,5.595982548059272,12.307266420862703,13.833111500499994,[],1,13.833111500499996
W1W2,-0.555153184569166,-4.2622882909389705,4.4586276331799315,6.193113668,[],1,6.1931136680000005
W1W2,105.98070142421312,-16.98370868725056,11.259198751519136,2.090457810310374,[1.9686722e-08],16,107.92184668392127
W1W2,105.98066112717073,-16.98437795006645,11.258842610732565,2.089902718643894,[2.09640341e-08],22,107.92187528131703
W1W2,105.98212596060824,-16.984398828610786,11.263861261077638,2.0848465836349934,[1.59088132e-09],7,107.92384072672893
W1W2,2.2784503612058877,-12.575927474436838,12.336971164764018,17.763618589999993,[],1,17.763618589999997
W1W2,105.98104532117674,-16.982237628160775,11.261266154719086,2.090037817518649,[1.14789142e-09],11,107.9221686106986
W1W2,105.98126036776213,-16.989770350411668,11.260184686987317,2.0877113330942514,[2.34607985e-10],5,107.9234525248529
W1W2,102.72610873584992,-23.36596588028562,-0.12404218479406381,14.65137511911906,[],2,105.35006959652158
W1W2,0.05059880411052209,1.293023027331776,4.501013673339413,4.683331386499999,[],1,4.683331386499999
W1W2,0.9560542739576299,3.6429848227901984,7.531397930617585,8.420649202,[],1,8.420649202
W1W2,3.0609657417665765,2.145278374690073,15.237841909893017,15.689600270499996,[],1,15.689600270499996
S1S2,-0.6322237589811159,6.41874615353087,20.28044940792466,21.281368312500003,[],1,21.281368312500003
S1S2,-3.361908377601992,34.62458709596787,15.10142072526314,17.81438229647866,[],3,37.9238364017548
S1S2,-5.749129564901171,33.58718363709872,0.6492640877178673,31.643203361482275,[1.37844716e-08],5,34.08185645298408
S1S2,-5.741089959201818,33.586869932327446,0.6468460718144691,31.646098919426983,[1.07904704e-09],16,34.08014606206011
S1S2,-14.240058781062729,33.2163932266112,9.762929336891894,23.08120456740378,[],2,37.43558256939684
S1S2,-5.681731326635703,2.9977723803441663,18.454672525837207,19.540820047999997,[],1,19.540820047999993
S1S2,-5.74740916773684,33.58113956278434,0.6352786689612557,31.658235945461428,[1.08838877e-11],5,34.075346299983835
S1S2,0.9636581579962389,8.720282795448666,20.724853923140774,22.505366898000002,[],1,22.505366898000002
S1S2,-6.163576811567996,36.85707434498501,6.01445375042028,25.565273206660088,[],3,37.84979870884118
S1S2,0.22406412626848748,5.725828504391122,19.93161130520854,20.73895961749999,[],1,20.73895961749999
S1E2,-1.2949340979358368,13.147011864275523,41.53884615489221,43.58894946150001,[],1,43.58894946150001
S1E2,69.49425635558592,269.98457932229263,2.8368474598231117,4.944003802651395,[],3,278.7995201605654
S1E2,-1.5184986692574451,0.9261179188431607,10.483223570111486,10.633038560500006,[],1,10.633038560500005
S1E2,-4.196218583399645,2.213992082348411,13.629620154764876,14.431789802499997,[],1,14.431789802499996
S1E2,5.704898455033089,3.9982790785244218,28.399645113184757,29.241613234,[],1,29.241613234
S2E1,-0.37209613163496513,3.7777615594908314,11.936085389560327,12.525177538000003,[],1,12.525177538000003
S2E1,164.4436834462208,50.27436021869989,70.27524418333928,5.343177839202681,[],2,185.76287644679823
S2E1,91.18667409350107,-12.127393885580458,-22.996885670688854,-42.48728478042375,[],2,94.8205672058606
S2E1,7.192996659767097,-3.7951401569221366,-23.363371163494264,-24.738419551,[],1,24.738419550999996
S2E1,0.126169498438788,3.2241881936954595,11.223400386912918,11.6780145785,[],1,11.6780145785
S2E2,-0.6627103389547209,6.728265710744652,21.258396746967556,22.307581149000008,[],1,22.307581149000008
S2E2,41.282350301919635,-5.379973682355342,-13.009519821554886,-21.770259833270174,[],2,43.61678769992891
S2E2,1.4855127432360584,-0.7837802979957559,-4.825052371072334,-5.1090302455000005,[],1,5.1090302455
S2W1,0.17745871076652087,-1.8016760695277412,-5.69251369403764,-5.973461342499999,[],1,5.9734613425
S2W1,-172.06934720921572,181.53923142120846,-28.0720315298543,-45.27159361976969,[],3,251.69901022495466
S2W1,-158.16778374916532,152.66376692263887,-79.42411063172221,12.899767903770567,[],3,233.73374359893478
S2W1,-182.03512149682072,28.700732549817054,-59.803256783488834,-18.330705792307228,[],2,193.7445406435245
S2W1,-101.89291495208107,186.31849445227718,-82.42747296169635,5.279805060971526,[],2,227.79603989368746
S2W1,-169.3259220289678,182.72279618845255,-11.461509957326811,-61.16210332632798,[7.59354934e-09],9,249.379739209882
S2W1,-169.32442828982224,182.7386905862379,-11.436192737883957,-61.19181271823891,[5.06654613e-09],5,249.38920898303917
S2W1,-0.17485494318629335,-1.5822878062248862,-3.7605069029977973,-4.0835794495,[],1,4.083579449500001
S2W1,-163.99486113874923,140.93847017217655,-79.99737274322007,16.482443685281822,[],3,230.5592038939431
S2W2,-0.4328292743374931,4.394363862988461,13.884280803709032,14.569523958500001,[],1,14.569523958500001
S2W2,-65.28981511522389,164.90160239524354,-11.957294251105488,-11.292412785081172,[],3,177.75903722766566
S2W2,-63.34468445502986,165.75119438451168,-0.17560752306116,-22.56738865142607,[8.39795237e-11],5,177.443056574783
S2W2,-63.34698494175065,165.751422350705,-0.17569667697559055,-22.56685527929075,[9.82400203e-09],16,177.44409086192326
S2W2,-81.50880507332997,12.718639947432097,-23.658379677617802,-5.164118007048579,[],2,85.82055718512224
S2W2,-73.59381878945986,140.99089043542875,-40.49993590991086,23.796769248912007,[],2,164.11802508712387
S2W2,-63.34746757271382,165.73685822622818,-0.20039035146922402,-22.538720685335747,[6.09511581e-09],9,177.43068499802916
S2W2,-3.0694202329245535,1.6194752389636808,9.969697964641815,10.556463333999995,[],1,10.556463333999993
S2W2,-63.34570357286744,165.75110873645195,-0.17768660144132298,-22.565356494330672,[4.18278227e-10],5,177.44334245339564
S2W2,0.8303314556992376,7.51379007957525,17.85747153631493,19.391642048999998,[],1,19.391642048999998
S2W2,-59.50832408344499,135.65706368478274,-49.53836964727299,33.356154819004246,[],3,156.19900649526352
S2W2,0.12068766381333162,3.0841030962837017,10.735764107006498,11.170626140999994,[],1,11.170626140999996
E1E2,-0.2906142073197522,2.9505041512538197,9.322311357407226,9.782403611000001,[],1,9.782403611000003
E1E2,-2.5984566048864153,-19.950117317827488,20.8691055805734,28.9875615645,[],1,28.9875615645
E1E2,-54.9434950206544,-36.21890188811122,3.125423684950995,25.878973514722777,[4.38455877e-10],5,65.8814448253509
E1E2,-54.597867062789675,1.9070825452307303,12.301188570608709,13.559475176338978,[],2,55.998957953608844
E1E2,-54.87962656645697,-36.256222104182584,1.917781174447974,27.068149859061137,[],4,65.80246908722084
E1E2,-54.940874145597284,-36.215000348567514,3.1112270214431277,25.896136681884613,[3.62332816e-09],6,65.87644219072598
E1E2,-52.46971167802638,-34.264775823040736,-2.5384401854210097,31.656501774802223,[],3,62.71833212349811
E1E2,-44.78532086799656,-47.22126772547176,-7.075423919846907,18.492155614412304,[],2,65.46475933275575
E1E2,-32.304371936280944,13.144815670468532,16.328267231684695,18.802332080469224,[],2,38.509361666969745
E1E2,-50.296254098294796,-36.34135640304001,20.864840479222675,7.7624689906105,[],3,65.46563166850544
E2W1,0.84016904972124,-8.529941780272392,-26.950910441005192,-28.281042491500003,[],1,28.281042491500006
E2W1,-245.46558489810852,-53.39666191176745,-8.002917781685355,-40.123955607542285,[1.30620393e-09],5,251.33364988737685
E2W1,-245.56834645419363,-53.3311027317898,-5.9854878974156716,-42.108116836053405,[],4,251.36396990063173
E2W1,-178.21295597892762,-86.79080540839752,-96.2721769840852,11.416734112990952,[],2,220.36522784559398
E2W1,-178.50332905581521,85.99438913063406,-21.35048402281714,-10.937744305315192,[],2,199.28451172624563
E2W2,0.22988106461722424,-2.3339018477561897,-7.374115943258519,-7.738057190500002,[],1,7.738057190500002
E2W2,-2.769354249743209,-21.262214682787178,22.241643797021233,30.894041739000002,[],1,30.894041739000006
E2W2,-139.48904462959536,-70.38036946714757,3.262564400233636,-1.5069949540104943,[4.92385159e-08],32,156.27294808915303
E2W2,-139.4867897552086,-70.38018565875208,3.261080701903225,-1.5016625562022767,[7.08073796e-10],5,156.27082164280864
E2W2,-138.34959510043115,1.8365113266822704,-3.6285365997098467,-0.8340748967074774,[],2,138.4093548722835
E2W2,-139.5248865323577,-70.35895017771956,3.9507777597668934,-2.178732583054874,[],4,156.3111783491033
E2W2,-139.4684018775157,-70.40379530258397,3.298089124479816,-1.5470270584429002,[1.83853148e-08],6,156.26582130187452
E2W2,-122.71464364362927,-57.11271242767306,-35.11386893831161,37.57403268765816,[],3,139.83465048851778
E2W2,-120.88258901117233,-80.08017193153907,-36.53773881992935,3.5452686537089306,[],2,149.5340784594008
E2W2,-87.09538661176197,40.164029944108776,4.567727294031172,10.085895640035382,[],2,96.01885128992218
E2W2,-135.61854674596228,-70.44312820566284,18.059882873535045,-16.618546959843385,[],3,153.88561954351684
S1E1,125.34896976769937,306.1335958475813,-6.197336825552355,128.24815281432808,[4.03234937e-10],12,330.8603175240621
S1W1,-175.0724893139588,216.35449376092632,-10.843841216931224,114.14594588190229,[9.08237647e-10],12,278.52689704491905
E1W1,-300.42145908159694,-89.77910208603637,-4.646504392265008,-14.102206931347773,[4.36739936e-10],12,313.58400828351864
S2W2,-63.34538300451193,165.75404103648845,-0.16992143389535386,49.90956831774821,[5.02479508e-08],20,177.4459594953007
S2W2,-63.3449439406039,165.75385447552344,-0.17023411692732182,49.90973231787298,[7.32236073e-07],48,177.44562878804825
S2W2,-63.39870795648612,166.4138422276128,19.537260617993336,36.11320120508739,[],3,179.14984679860603
S2W2,-0.7162454489701795,0.26245888305467185,-1.4890653609232554,-1.6730833384999997,[],1,1.6730833384999997
S1W2,-69.07436969816655,213.29554836357516,10.033490448965466,1.2186514190168225,[3.40456253e-09],12,224.42577933808474
E1W1,-300.40638914545315,-89.61744078005727,-4.878584402567743,-83.74940980638188,[7.8860721e-08],72,313.52684879791315
E1W1,-300.4034481145737,-89.6156115366085,-4.8810343760170305,-83.72322145799369,[8.36371798e-06],224,313.5235461122267
E1W1,-300.40475348896365,-89.61526689404745,-4.882082644671826,-83.72570715682103,[8.05349942e-06],284,313.5247146720746
E1W1,-300.40280559512405,-89.61594004473153,-4.879515755572655,-83.72323736047134,[3.63426675e-06],173,313.5230007408255
E1W1,-300.42674238028656,-89.59474789578923,-4.833845934626609,-83.78573532039823,[2.56453575e-05],56,313.5391721209023
E1W1,-300.4042346428699,-89.61489249901376,-4.881229416576442,-83.72616067431997,[1.18688195e-05],264,313.5240972391045
E1W1,-300.4049296851527,-89.61145028105594,-4.874642856690571,-83.72775383173921,[2.60792546e-06],188,313.5236768468946
E1W1,-300.4047432155035,-89.61287934869196,-4.87380638696855,-83.72872327895209,[1.00304606e-06],135,313.52389363529136
S2E1,133.89290575065039,2.763447147987083,0.8750208917290485,3.1159294431504434,[],4,133.92427902383207
S2W1,-167.37944771319607,2.3267796431127845,9.418401654056119,8.101592989357632,[],4,167.66037012364987
E1W1,-301.27235346388255,-0.436667504874638,8.543380762327569,4.985663546207189,[],4,301.3937806176938
E1E2,-54.73391755380908,-39.409444199628986,-0.382124613098096,-6.821971246869417,[4.55351205e-17],8,67.44666071890272
E1W1,-300.4118044768525,-89.60462106607912,-4.888825840613023,59.71995647334959,[1.22014626e-05],24,313.5285329974517
E1W1,-300.4040149883617,-89.61529988313644,-4.87878391058014,59.70200533696351,[9.72292719e-06],24,313.5239651553266
E1W1,-300.4165563831687,-89.597892557406,-4.961119690880864,59.78825826866072,[4.56395268e-09],12,313.53229882810683
S2E1,131.07910347777965,272.3528790295017,-6.532896780683245,-46.98134254930383,[1.81573821e-06],143,302.3251574456613
S2W1,-169.32511401163387,182.73799473787108,-11.428454870542765,-20.985673691029618,[5.15790107e-07],143,249.38880996668445
E1W1,-300.40421748941344,-89.61488429163066,-4.895558089859577,25.995668858274207,[1.35523488e-06],143,313.5243018667618
E1W1,6200.537080245296,22223130.640835464,15089879.823868211,-26497249.098724417,[],4,26862093.124421354
E1W1,-300.38394678381775,-89.64084158530682,-4.785060033468042,58.998362965534525,[5.32931808e-09],16,313.5105943426305
E1W1,-300.33484132352095,-89.65670576975698,-4.663146689520573,58.86866287193116,[2.34075003e-09],12,313.4662449760058
E1W1,-300.4061992907346,-89.61579857713349,-4.890733077023526,59.09003674657453,[6.10999541e-08],24,313.52638676346305
E1W1,-300.4069030663164,-89.60682554181984,-4.878468599498461,59.082727401469484,[1.40098568e-05],27,313.5243053567835
E1W2,2352.315985363923,11746702.330837652,7980096.529616101,-14008662.607634384,[],4,14200949.327586807
E1W2,-194.49483096725334,-123867.67638685867,-84184.37135243617,56816.50407367409,[2.92577299e-11],8,149767.3110586008
E1W2,-194.40075661790686,-106.62288020702367,6.477579851095314,23.66457668273121,[9.3116882e-09],16,221.81535518981389
E1W2,-194.373287859363,-106.62968459941588,6.529667093461441,23.60812300708237,[1.88627034e-09],12,221.79608027055195
E1W2,-194.42654034007694,-106.60238534982486,6.36758044719582,23.766446274208917,[4.62174388e-08],24,221.82491796828333
E1W2,-194.42772470115747,-106.59708131978293,6.379669222583857,23.758136204836788,[5.22300305e-06],27,221.82375449386632
S1E1,125.33389270487508,305.9320624968118,-5.908479150475017,-88.4297608960311,[6.60117374e-07],109,330.6628519352936
S1E1,125.33575125235102,305.93313350738805,-5.904135771449006,-88.43517870941605,[4.13572225e-08],20,330.66446972550324
S1E1,125.34488936580829,305.92694526320076,-5.899481882769578,-88.43176515422118,[7.3769125e-07],88,330.66212515902885
S1E1,125.33052826110756,305.9327095514838,-5.913509506890193,-88.42300118905794,[3.99281955e-07],60,330.6622652834897
S1W1,-175.0723820835146,216.31895561884625,-10.797388060675445,-65.2950613180559,[3.53716205e-07],109,278.4974203064677
S1W1,-175.06452758702056,216.32816796211554,-10.800688669081893,-65.30147594539432,[4.69406741e-07],88,278.4997665148723
S1W1,-187.02005251726354,212.406455771637,4.427818741850928,-85.03444790412587,[1.81311998e-08],8,283.0417073080204
S1E1,125.33441075448978,305.9343445756035,-5.910870990365197,127.72911895524152,[2.93543161e-07],52,330.66520244190195
S1E1,125.31781360748164,305.90874772326293,-5.799060911319316,127.61873614941092,[3.21982488e-05],23,330.633249157473
S1W1,-175.07253453474192,216.31973776134765,-10.794433946342735,44.42551216421205,[9.30958016e-08],52,278.4980091450899
S1W1,-175.04090456373268,216.3670449223375,-11.00935542808395,44.63665208387701,[0.00013108],23,278.52328862387157
S1E1,125.33168638758896,305.9349276512632,-5.912865795733978,18.235893627810952,[7.15148203e-06],180,330.6647449482012
E1W1,-300.40035294185463,-89.61662897280642,-4.875629052172542,95.88116521872757,[8.63967297e-06],180,313.52078718116104
E1W1,-300.3970916575481,-89.61038620166727,-4.8618925456115285,95.86925520303672,[4.42972927e-09],12,313.51566466550025
E1W1,544.0091780834389,-1242.6243749277328,900.4375277930524,-732.300110177194,[],4,1628.1428268004074
S1W1,-175.07463459357243,216.31891893889878,-10.78888571622656,-62.260894362084414,[6.92784694e-08],30,278.4984783153484
E1W1,-300.4060013223461,-89.61340302442245,-4.878430010973673,-83.7287237309896,[1.61413358e-08],30,313.5253206863378
E1W1,-300.4070134500624,-89.61325210529856,-4.881853511645275,-83.7296236566028,[1.37770844e-06],60,313.52630061381285
E1W1,-300.4067556360259,-89.61727099470835,-4.879431518070852,-83.72592467843145,[2.19731373e-07],21,313.5271646033905
E1W1,-300.4085446918204,-89.61118887107831,-4.87326617519237,-83.73605953639577,[3.07920062e-08],56,313.52704447616605
E1W1,-300.4030604181698,-89.61309464896203,-4.894914596423796,-83.71533167419875,[2.32709423e-07],28,313.52267163647457
E1W1,-300.4091576494159,-89.61131499631792,-4.876024504608438,-83.73562593523796,[6.6204396e-08],48,313.5277107210309
S1E1,125.32844651759306,305.93312250034694,-5.917370530972107,-84.98053789293925,[1.94256276e-07],51,330.66192738706144
S1E1,125.33182368675213,305.9379516227257,-5.910356761393189,-84.98678463586458,[2.02895595e-08],28,330.6675499482877
S1W1,-175.0677392828818,216.31986404641935,-10.785733674841566,80.7441877720963,[2.03171651e-07],51,278.4947557308486
S1W1,-175.07954003337443,216.31200123161716,-10.778173912610015,80.74473127911115,[2.37642744e-07],48,278.4957742013612
E1W1,-300.3961858004747,-89.61325845392774,-4.868363143869473,165.72472566503544,[1.94408664e-07],51,313.51571809704274
E1W1,-300.3914749215357,-89.617083752273,-4.86455039315689,165.71457105228617,[2.83831777e-09],20,313.51223860692437
E1W1,-300.4001217503266,-89.61428333448995,-4.87496446793709,165.72919207260148,[1.65759171e-07],76,313.5198848617563
S1E1,125.3372165669126,305.93985452588225,-5.86976067583177,-51.7168962516528,[1.19135202e-08],12,330.67063149673675
S1E1,125.3191373966255,305.93647382978315,-5.919651088481288,-51.67252815642806,[7.89577792e-08],48,330.6615406820776
S1W1,-175.0598750906355,216.32946832421533,-10.731653221442741,44.15235895138338,[5.15110518e-09],12,278.4951832851906
S1E2,70.3964524907268,269.720408446424,-2.8072433348460777,46.960219032669244,[4.97897073e-05],36,278.7698690155125
S1E2,70.38490993814236,269.7168831246224,-2.802376343114503,46.95053874480669,[8.91578772e-08],56,278.76349456596733
S1E2,70.38296478631852,269.7151423683855,-2.8003263189914662,46.94778981376203,[4.29968613e-07],100,278.7612985735349
S1E2,62.966878551477286,267.31854469433523,6.652535797677501,34.69482438663155,[3.33785669e-08],8,274.71492199105813
S1W1,-174.9051866253297,216.30729172833142,-11.438356905815482,8.479865323092639,[5.3785311e-10],12,278.40888055518576
E2W1,-245.33677144400252,-53.40489878447411,-8.501560746510222,-38.6094971133629,[1.58680415e-09],12,251.22597630793132
S1W2,-69.1713550659232,199.3114786685163,0.5786249283643343,8.744533679079467,[0.00014163],24,210.97411380900303
S1W2,-69.09459464227984,199.33323101310748,0.4637722240545372,8.875658970984091,[3.7520334e-07],60,210.96922780249645
S1W2,-69.10139174165408,199.3302642341836,0.46594080841225605,8.877770732315668,[1.69278575e-07],56,210.9686556840611
S1W2,-69.13626061997442,199.4768045097129,0.43324768389291535,8.922928680610369,[1.16847692e-11],7,211.11846383837403
S1W2,-69.08882647751248,199.33760084694615,0.46753803475550626,8.872546265486932,[2.51950922e-07],60,210.9714759091148
S2E2,76.1414153059166,236.13172720650059,-3.4360667410232963,-21.488195606424085,[6.8999081e-07],84,248.1280199271377
S2E2,76.14848693960205,236.12810992167886,-3.446600358647686,15.097628977727794,[1.36483648e-08],6,248.12689377092406
S2E2,76.14652004190474,236.1309531195364,-3.429481376371811,15.084360069814409,[1.13322804e-07],23,248.1287586680427
S2E2,76.1404076757885,236.1326745155532,-3.4319001616936475,15.080355457631072,[1.02653773e-06],47,248.12855457126108
S2W1,-169.32469192571324,182.73782185742485,-11.428813517381315,-24.24687233062609,[2.19350956e-07],18,249.38841314573682
S2W1,-169.32595416123323,182.7376798905803,-11.427653144341193,-24.24757861943938,[4.08134711e-07],41,249.38911295562124
S2W1,-169.32496756962306,182.73877587458247,-11.424851742913376,-24.25024243983782,[5.32655135e-05],50,249.38911782181341
S2W2,-63.34441940951513,165.75451225445244,-0.16852929643738435,-23.61943939469323,[7.60349852e-08],18,177.4460543521995
S2W2,-63.34438722638169,165.75390678526838,-0.1691795397345146,-23.61997647897634,[1.3581697e-07],45,177.4454779062625
S2W2,-63.34537824282152,165.75321185047179,-0.1693179533217659,-23.61923836000871,[1.51478694e-07],58,177.44518266789555
S2W2,-63.3454937473344,165.7538092558737,-0.1685943615451322,-23.620133801517213,[1.80817162e-07],21,177.44578125440145
S2W2,-63.33376405966991,165.7521687637665,-0.18104009513319852,-23.610122005602136,[1.8682367e-08],23,177.4400740965076
S2W2,-63.34383603199183,165.75705091345208,-0.1611577108368465,-23.626324088941814,[0.00030112],50,177.44821064913666
W1W2,105.98037450799814,-16.984088651209397,11.259098970086406,0.6287329891990892,[3.79969047e-07],41,107.92157503384522
W1W2,105.97348266844153,-16.990057610715986,11.233997882661047,0.6537267587788174,[5.62090976e-05],50,107.91313078083482
W1W2,105.98158722761258,-16.98362798058163,11.250564323230702,0.6364034833551084,[6.10376574e-06],45,107.9218033960608
W1W2,105.98100712753723,-16.982079536425335,11.263222673718921,0.6244475254124726,[0.00010254],55,107.92231040033542
W1W2,105.9752804375722,-16.986926147369804,11.274265373355668,0.6151542117847004,[4.85327412e-05],29,107.91860258299823
S1E1,125.33584338143925,305.9462797990137,-5.90491755653747,58.031457794078165,[5.71045879e-08],32,330.67668168521135
S1W1,-175.07256100485446,216.31174675453323,-10.796027379613264,-25.692550516463996,[1.27373609e-08],32,278.49188068591366
S1E1,125.33340368945096,305.93479563443793,-5.906973376013809,-15.09863130913729,[1.03421944e-07],64,330.6651684026201
S1E1,125.3326174057666,305.93301338347476,-5.912282204530726,-15.093274472323088,[1.23486514e-07],56,330.6633162970148
S1W1,-175.071358763336,216.3238649715546,-10.790712517498875,-98.82656133603611,[3.07483033e-08],28,278.5003315834784
S1W1,-175.07592728605374,216.3218245123965,-10.785548379722783,-98.82933400871912,[1.43834125e-07],56,278.50141854090253
S1W1,-175.07176419075037,216.31489859623838,-10.79941281947606,7.627550337899493,[5.29169375e-08],36,278.49395916035246
S1W1,-175.06881894487725,216.324469460067,-10.78540985026305,7.611518491504029,[4.05214298e-07],76,278.4989991356734
E1W1,-300.4050825338863,-89.61470660036312,-4.894087623567813,22.726418206135477,[3.33450146e-08],36,313.5250569650333
S1E1,125.32478679799328,305.9353286193053,-5.920293178243185,-48.37830190235394,[6.87172125e-09],20,330.6626337442457
S1W1,-175.06668812354212,216.31824486703232,-10.784843571399875,117.33626914993195,[1.71058244e-09],20,278.4928027862812
S1E1,118.01093236271598,302.7226346525679,-50.31927855729643,-9.389484810801065,[],3,328.78504145206546
S1E1,136.59583006129662,275.5760383842003,-74.53613574939696,22.895976059216892,[],3,316.47465815467336
S1E1,-87.93290573799817,169.14744460225387,-46.357555852491046,30.568124755369077,[],2,196.19397776592695
S1E1,1.4252783078845965,12.897550655115932,30.652658814355966,33.286089039500006,[],1,33.286089039500006
S1E1,132.04458217859226,253.32164216119878,-92.2018145159468,45.87043820312965,[],3,300.18127967946054
S1E1,44.86917835774614,-9.610356376468737,2.6023739586487764,9.109356574036187,[],2,45.960575131329904
S2E1,121.37284074031786,268.09804755660025,-65.42069928255964,-27.203867107279777,[],3,301.4760313319365
S2E1,143.57272216633388,238.67967400080505,-82.66811484419192,-0.5930246440500468,[],3,290.5428204985874
S2E1,-73.69284695693545,135.93105137564274,-56.120485189382975,7.486920187965303,[],2,164.49132280639515
S2E1,0.46162014988835587,4.177267859667265,9.927804891215192,10.780722141500002,[],1,10.780722141500002
S2E1,138.2081589901603,216.4645678162138,-98.21626826636707,20.305164996469543,[],3,274.96334243582476
S2E2,66.29922012846937,231.818455048877,-63.13952421730752,-37.04821955110989,[],3,249.24281776869603
S2E2,89.15959323785036,201.04850920347678,-82.75110763614026,-7.751399250103923,[],3,234.984429131565
S2E2,-70.53527481451677,127.0069009237117,-62.90744977402027,-2.4835908548220686,[],2,158.31400794773597
S2E2,76.14114822384056,236.09693744348135,-3.492908931096423,-94.11968889745333,[1.08888266e-09],9,248.09562417712436
S2E2,76.14478267220197,236.12947679421808,-3.440769847078414,-94.18108707455059,[4.30906918e-09],5,248.12697684139187
S2E2,-0.055607504788580675,-0.5032003966157264,-1.1959193249295144,-1.2986631070000032,[],1,1.2986631070000032
S2E2,83.19379830722613,180.8525387246981,-94.1114474774001,8.540143201315956,[],3,220.19494405240846
E1E2,-55.07362061184859,-36.27959250772309,2.281175065252107,-9.844352443830168,[],3,65.98875873588318
